51305538278,cac,191,141
51305552918,dfa,218,254
51305563648,ded,46,18
51305572006,gee,21,155
51305609973,bcb,51,249
51305623527,agd,171,13
51305645587,gea,27,84
51305676937,fac,1,131
51305699408,cgg,115,113
51305699780,ccc,266,187
51305701885,ecb,140,277
51305712532,dba,148,177
51305721757,fgf,175,15
51305728825,ccf,77,51
51305734756,ecg,100,206
51305735367,acd,115,289
51305755344,efa,143,166
51305766990,cae,64,120
51305773722,cdb,284,76
51305776687,dcg,14,125
51305791996,eea,163,201
51305808644,fce,248,281
51305809408,eba,172,101
51305833029,ddf,65,263
51305845623,efe,287,143
51305850657,gee,50,139
51305854993,ccd,60,190
51305859370,ddb,172,33
51305862746,acg,91,92
51305927973,gfd,37,244
51305957979,ddg,233,89
51305995581,fdg,173,43
51306018341,aaf,177,188
51306019593,gac,144,36
51306031366,cbf,273,84
51306033791,dec,99,222
51306109413,bdc,231,21
51306117844,fbg,77,223
51306120409,bcd,96,197
51306136638,ecd,228,223
51306145620,cef,150,182
51306155864,fad,285,84
51306163057,gag,264,101
51306165389,dca,67,39
51306167489,fbf,194,28
51306197947,acb,265,226
51306219799,dbg,211,170
51306230586,ded,78,14
51306234129,beb,255,102
51306249063,aaa,5,69
51306324201,fed,116,69
51306343241,dde,174,10
51306348060,egd,135,244
51306380771,aef,150,260
51306410393,gaf,85,278
51306416199,afa,259,271
51306427515,gce,75,111
51306440018,ecb,222,238
51306471168,dea,194,243
51306495404,geb,288,232
51306500925,aee,252,13
51306508258,bef,66,237
51306545848,ced,101,69
51306571197,gcc,34,171
51306575026,dee,212,24
51306578578,gfe,265,189
51306586547,eec,147,33
51306586654,gad,24,77
51306626403,daf,91,251
51306660995,daa,217,299
51306661221,fbe,63,300
51306682873,aeg,278,156
51306687869,dgd,42,75
51306704288,dfc,173,61
51306708427,ega,115,159
51306708969,add,258,34
51306718041,dab,15,15
51306747348,bbd,283,41
51306766822,agf,198,79
51306770758,bad,100,204
51306783607,ggc,60,55
51306799139,adf,216,256
51306802657,acg,278,86
51306816526,gde,259,168
51306816890,dag,40,223
51306836605,daf,20,203
51306839754,bbf,32,147
51306840650,egf,286,114
51306857606,gfc,125,170
51306872103,bad,286,167
51306879431,fbb,69,184
51306900607,aac,251,243
51306924406,dgg,164,280
51306970497,adg,261,29
51306976905,bbb,165,126
51307055525,cbd,115,296
51307059986,deg,48,201
51307065307,ebf,151,25
51307102975,aea,162,224
51307109732,cca,19,129
51307119127,ccb,217,204
51307124856,eae,261,143
51307138798,gcb,292,5
51307139045,bec,95,174
51307155754,aab,283,221
51307162290,cga,100,238
51307179961,ccg,249,24
51307193621,cfd,199,123
51307198037,edf,61,266
51307209215,gef,160,273
51307215537,dcd,168,114
51307230518,efc,52,170
51307238957,gad,108,64
51307246223,dga,160,143
51307249139,aad,175,228
51307269998,cae,194,106
51307283404,baf,121,295
51307285572,cdg,146,130
51307295689,ffb,208,24
51307301258,cgd,8,111
51307304355,ebg,29,171
51307308188,cgf,194,8
51307322423,gcf,92,317
51307325582,fgg,206,14
51307330054,gef,79,311
51307345078,dcg,12,101
51307355129,bge,9,200
51307357573,abg,146,192
51307373187,efb,228,131
51307379648,dbb,126,96
51307386489,cce,295,14
51307397404,afe,7,211
51307411497,gbf,212,295
51307413862,dcc,56,236
51307418887,adc,47,235
51307422067,aga,41,242
51307424444,fdc,1,258
51307426330,eee,295,258
51307426584,gcc,131,148
51307444369,bcc,81,284
51307444692,gec,156,171
51307465291,dgf,245,193
51307475836,gca,66,210
51307506494,dab,210,17
51307518743,cdb,18,77
51307530664,eaa,19,20
51307536305,fee,120,157
51307544674,ggd,18,226
51307545723,aba,50,117
51307547523,dac,5,184
51307549560,adb,65,78
51307596154,cdg,44,136
51307599553,efg,207,48
51307606169,cae,1,116
51307610770,cff,93,72
51307639632,gab,106,193
51307648419,efc,281,173
51307652657,eaf,130,87
51307672984,dcc,145,252
51307688581,bfa,136,287
51307692184,afe,109,179
51307722173,fcd,244,190
51307732289,bdb,87,184
51307750717,dcf,215,138
51307761891,aeb,88,43
51307769502,fge,269,34
51307775717,fbe,22,351
51307798875,cea,133,149
51307803728,ffg,27,93
51307821072,aee,60,14
51307823948,cfe,224,135
51307833436,cab,122,178
51307868355,ecd,242,214
51307893563,gea,184,95
51307912783,gbe,55,105
51307928694,aba,244,108
51307929047,ddd,80,183
51307950454,bgb,150,124
51307991212,bca,277,51
51308002203,faa,230,80
51308046203,cfc,274,196
51308048951,gdb,239,142
51308051846,edc,48,237
51308064280,aec,234,340
51308075952,aff,37,293
51308085697,agg,91,84
51308091628,gaa,189,218
51308098478,eab,96,110
51308102625,cfa,298,232
51308128834,ebd,27,70
51308132843,gcg,180,180
51308160212,dbf,37,244
51308167614,cee,55,149
51308184215,fdg,174,40
51308188376,gdg,282,226
51308190290,abf,275,142
51308234102,efg,127,43
51308240644,bag,267,165
51308240713,gdg,208,201
51308249978,ega,15,173
51308253082,fca,163,10
51308262822,dcb,184,33
51308325630,dce,48,299
51308339022,ecd,299,207
51308363848,dca,81,39
51308377175,ggc,112,55
51308385998,gfg,112,45
51308402159,dfb,287,129
51308407646,cdb,129,87
51308418024,edg,64,166
51308420907,cce,284,12
51308448306,dbd,31,316
51308461390,aff,25,290
51308464271,edd,17,264
51308468848,cga,142,278
51308470434,fcf,5,72
51308475459,acf,17,19
51308486224,gda,38,46
51308497025,egg,133,40
51308529251,dec,18,197
51308565837,ace,251,261
51308632611,fba,275,131
51308633046,gfd,46,283
51308647771,aed,97,289
51308658333,ebe,126,291
51308714826,bcg,210,8
51308720815,cba,296,182
51308725345,dga,191,161
51308726821,eeg,266,30
51308733517,bab,176,335
51308741230,dgc,36,36
51308785284,beg,271,176
51308848638,fad,256,75
51308883891,gfd,116,336
51308885385,bfe,105,174
51308899720,ggf,283,130
51308906410,ddf,192,210
51308906473,bfb,120,229
51308919931,aeg,136,166
51308930951,fed,210,66
51308939170,gbb,2,209
51308963324,fag,41,84
51308968068,gac,146,34
51308994445,bca,121,45
51308998517,ddb,264,28
51309017109,cag,64,68
51309020395,ecc,125,148
51309021430,dbc,195,147
51309024808,feg,127,104
51309025151,dbf,175,244
51309039197,caa,168,178
51309054413,gfa,200,223
51309055001,gdf,224,183
51309065349,geg,3,144
51309068697,aac,238,272
51309070613,aef,127,239
51309099015,ffd,34,178
51309133682,efd,155,191
51309146452,dba,99,191
51309154183,gbg,26,7
51309171082,agb,104,27
51309174530,gcf,292,288
51309177080,baa,136,298
51309182092,fab,93,188
51309195296,gae,249,37
51309224022,afg,243,154
51309234774,fdb,214,228
51309235095,bbg,213,281
51309240916,fda,34,152
51309243288,gga,108,111
51309249324,cdf,161,76
51309254527,ace,69,216
51309260023,bdf,268,47
51309260390,eef,170,22
51309265184,bcb,261,244
51309290856,add,182,36
51309304212,gca,181,195
51309312660,dga,109,162
51309315315,bce,38,221
51309323862,ead,151,95
51309348351,bbb,146,114
51309349244,dad,30,268
51309351634,gdc,271,325
51309402421,ffe,248,277
51309408691,cbg,251,154
51309424209,afa,41,276
51309425112,aee,264,13
51309433684,cad,271,134
51309439159,age,252,25
51309464074,cca,132,130
51309483081,fgb,213,290
51309495096,cfg,15,246
51309497006,acf,252,18
51309516968,ebc,290,223
51309522147,eag,26,239
51309533894,deb,179,72
51309546569,fbc,117,197
51309547736,acf,182,14
51309654158,afc,84,202
51309659388,fcg,277,87
51309663257,bfd,120,149
51309668882,bcf,165,110
51309729049,cgd,277,89
51309730928,fdg,208,41
51309755991,feg,97,113
51309757029,bbc,36,39
51309761048,dfg,124,158
51309776756,gfb,1,255
51309786041,caf,192,36
51309793510,cag,220,72
51309800378,bbe,101,178
51309804679,cea,147,151
51309812245,bgc,105,167
51309859667,abe,23,53
51309862823,ggb,37,213
51309872789,fef,88,194
51309882639,fae,165,176
51309910765,fga,118,279
51309914233,eca,290,26
51309916022,afd,80,156
51309920804,bda,58,244
51309921209,ged,123,35
51309931839,bgf,171,221
51309945708,fcb,251,168
51309948991,ecf,180,172
51309952874,cfc,173,211
51309960194,fbd,9,273
51309968674,daf,113,172
51309975175,cgc,192,96
51309995501,egb,182,83
51309997655,gbg,274,7
51310016961,cge,230,267
51310024258,aac,94,239
51310032772,aff,295,292
51310049541,ceg,181,280
51310077773,fce,31,241
51310079909,ffa,162,84
51310119992,cgb,240,108
51310152536,ccd,43,157
51310174345,aag,6,146
51310176415,cbb,268,75
51310195969,acb,291,192
51310196725,cff,154,69
51310233437,bac,204,199
51310245578,dbe,140,159
51310264114,dda,80,112
51310271257,eag,30,248
51310276089,gbc,237,147
51310293750,ffg,279,80
51310343530,bdg,145,151
51310349881,beb,274,102
51310363800,fdd,251,245
51310372787,fgd,239,147
51310391004,baf,186,236
51310400885,dag,216,247
51310402717,eac,255,13
51310408787,cae,158,124
51310413163,caf,194,30
51310420761,dfg,221,143
51310422332,ffa,259,86
51310427086,bee,35,261
51310443021,ecc,89,145
51310449284,cdc,255,241
51310450869,adf,78,302
51310452419,dge,43,241
51310459607,gbd,196,192
51310462526,gfg,72,47
51310470617,ddc,142,43
51310499059,dcd,286,111
51310592935,bce,221,194
51310608696,fdf,234,70
51310613882,bac,215,185
51310627846,gdg,85,209
51310631317,aed,71,245
51310673028,dga,15,170
51310684852,ebe,24,288
51310697950,cfb,250,191
51310713159,agc,32,177
51310762598,deg,8,196
51310798291,deb,47,64
51310805666,bfg,48,235
51310850458,beb,143,94
51310855023,bde,95,107
51310858101,aeb,87,39
51310861760,bgf,216,251
51310870239,fbe,210,333
51310886893,agc,293,168
51310918539,dde,28,10
51310940873,feb,20,234
51310943390,eee,272,242
51310954208,bba,185,129
51310971573,ecd,190,244
51310979695,ddg,111,76
51311010013,bda,104,209
51311015329,ddg,86,82
51311017306,aae,163,106
51311044999,bfc,56,239
51311066690,eae,30,128
51311075181,abb,53,247
51311078401,aad,97,264
51311093652,gad,9,76
51311123990,efa,66,166
51311125048,gfg,205,47
51311135059,fgf,162,14
51311135613,fdf,239,62
51311158686,fgf,195,13
51311158866,cce,208,13
51311170003,eeb,58,147
51311173688,dge,286,277
51311182115,bcg,183,7
51311206015,abd,284,126
51311248553,eba,225,119
51311250440,ebd,69,82
51311280907,eda,59,34
51311281011,cfe,46,137
51311300450,aad,265,269
51311337135,ebc,258,202
51311358460,def,256,243
51311408990,bga,45,255
51311421130,bbf,100,170
51311425845,edg,269,184
51311432255,eaf,33,80
51311432667,gff,100,46
51311446644,dfe,192,64
51311465866,cdf,249,86
51311539224,add,176,32
51311542292,dae,106,26
51311551739,fdc,174,232
51311564425,ade,64,129
51311577062,cec,121,11
51311585189,eaa,10,22
51311653046,gdd,183,144
51311660400,fad,287,87
51311665243,ffe,85,257
51311688177,dea,147,223
51311694485,acb,196,182
51311703175,aag,249,153
51311710837,bgb,221,119
51311769775,fgg,284,14
51311772946,fbb,21,174
51311779402,gbd,239,170
51311812747,gbb,188,179
51311823442,gff,215,47
51311837821,cbf,145,72
51311858686,dag,74,288
51311895463,cdb,164,89
51311900133,ege,275,119
51311911202,gae,99,32
51311919152,dgc,227,39
51311929769,dgc,98,45
51311942339,ccd,101,152
51311944894,fgc,178,52
51311972933,faf,111,25
51311974646,eed,180,169
51311984753,egc,55,210
51311988347,gfc,8,170
51311993295,cbb,272,82
51311999598,fea,286,73
51312018584,dae,107,25
51312028304,bcf,156,115
51312042246,deb,226,60
51312044422,edb,174,103
51312057315,gff,44,46
51312076067,abc,52,191
51312096732,bee,132,292
51312099547,edb,113,121
51312125254,cef,10,169
51312128863,fef,62,197
51312133005,gdb,8,137
51312146714,abe,261,59
51312168220,ede,279,156
51312169276,cbe,92,138
51312182201,ede,16,162
51312183133,bef,23,282
51312204255,ged,139,39
51312212784,ced,146,81
51312219261,gcd,27,170
51312221851,gea,199,86
51312248103,adg,218,32
51312264962,cfa,44,211
51312282469,cfd,247,131
51312337915,dcg,229,111
51312347743,ead,195,76
51312355721,dag,223,241
51312356173,fgg,299,12
51312369183,cef,142,152
51312387819,bab,30,314
51312438072,gab,151,202
51312449814,dbd,178,347
51312502803,bff,84,51
51312517031,fbb,271,144
51312533057,dgc,179,47
51312538704,ada,173,287
51312563103,ccb,206,232
51312578033,bdd,107,84
51312589808,ged,45,37
51312589905,fda,46,124
51312608838,fdg,260,43
51312612775,afg,219,144
51312625896,cdg,246,150
51312639495,eff,106,23
51312640398,egd,265,261
51312679558,eee,111,196
51312682582,daa,98,307
51312687868,gfe,123,196
51312692308,gge,88,124
51312705976,fbf,197,23
51312708236,dcb,161,29
51312715570,cfe,283,128
51312716513,dfa,189,264
51312730049,ebb,60,40
51312730426,fec,186,194
51312755310,acd,14,280
51312775950,agd,254,10
51312836536,dbd,25,284
51312842225,dff,121,160
51312864035,ecc,296,142
51312893052,dff,186,142
51312906758,cfb,111,206
51312911911,cba,44,151
51312982733,ffa,210,86
51313010535,fbb,32,132
51313027213,fge,239,36
51313038951,cad,246,112
51313041422,abb,259,281
51313062048,cdd,290,166
51313064713,eea,198,231
51313071102,afg,175,138
51313091406,bea,283,74
51313096201,aef,135,282
51313102610,egf,185,125
51313115938,bga,169,272
51313134039,gfb,136,270
51313172134,cda,128,56
51313188964,dfc,177,56
51313200041,ecb,204,226
51313201888,efe,119,122
51313205097,gdg,148,179
51313209996,bec,193,147
51313218776,aab,37,223
51313223917,bgd,112,165
51313244667,fea,271,79
51313268696,ebf,47,25
51313271315,dad,296,230
51313310630,dce,290,242
51313312361,efc,167,155
51313327551,gba,183,154
51313346784,fcc,273,57
51313348572,ceg,141,238
51313356557,ggg,135,250
51313367574,faa,66,84
51313397315,bed,229,20
51313402247,aga,264,275
51313405488,bfa,24,241
51313422480,bae,162,210
51313424969,ffc,67,123
51313444980,dff,62,136
51313455873,gae,297,29
51313456120,cde,35,36
51313465558,dfd,90,273
51313485915,aca,66,141
51313498708,fdf,295,66
51313507590,afb,98,144
51313516254,agc,6,198
51313519749,fde,217,13
51313600025,baf,289,205
51313616346,cgd,278,83
51313639664,bdg,81,155
51313647335,dee,127,26
51313653654,gcf,137,311
51313678470,ggb,287,232
51313705728,fde,44,10
51313708806,ffg,120,85
51313738135,ecd,188,207
51313750514,abg,256,220
51313758544,fag,123,89
51313777671,gga,215,99
51313798563,edc,255,213
51313807780,bda,234,248
51313812645,bdc,54,20
51313812982,gbf,299,286
51313815265,bdb,22,218
51313832277,dca,186,33
51313841797,dcf,168,142
51313890067,bcd,227,214
51313896226,cbc,99,68
51313899638,dea,55,211
51313916742,aeb,24,39
51313932088,bgg,239,82
51313937692,ggd,12,198
51313939492,bad,160,151
51313943755,ddg,53,96
51313962405,bbe,191,156
51313999683,gfc,90,166
51314002254,cgg,142,116
51314013058,gca,108,189
51314021592,gfe,129,201
51314055626,aaf,21,157
51314073578,ccd,71,165
51314112046,efa,264,159
51314121095,bfb,205,219
51314121329,ccd,113,168
51314121551,ada,40,241
51314132159,ceb,274,219
51314146193,ccf,263,49
51314164947,adc,135,265
51314174965,cgf,205,9
51314181143,eee,49,194
51314186687,fff,172,175
51314188582,aeb,19,46
51314190765,ebd,169,76
51314228486,dee,58,26
51314239458,ecg,271,183
51314303258,gce,178,98
51314310390,gag,237,113
51314311338,ecg,179,193
51314318836,bce,222,174
51314368024,fbd,175,322
51314378226,ece,141,94
51314388620,eec,284,27
51314422658,gab,194,167
51314423963,fga,52,323
51314444976,ebg,182,169
51314460177,fca,88,11
51314460985,cbg,277,152
51314484657,cce,71,10
51314487662,aaa,197,71
51314488340,bcf,219,103
51314529291,eab,102,106
51314539932,cdc,199,286
51314543062,aae,156,122
51314613860,daf,50,194
51314618060,dde,160,9
51314634879,ced,7,85
51314644007,cgc,93,77
51314662378,bad,217,135
51314679600,ccc,160,177
51314688640,cee,127,132
51314688956,aea,235,228
51314708508,eff,21,26
51314719105,abf,281,116
51314729462,fag,278,101
51314761479,fgf,131,15
51314775613,fde,156,11
51314794431,dgg,231,277
51314806244,gea,4,86
51314807324,ggc,55,60
51314818237,dge,152,249
51314831190,cbe,241,129
51314846377,acc,259,196
51314854538,dcb,85,27
51314896235,aff,205,251
51314909002,gbg,262,7
51314918305,dgd,133,63
51314923012,dbg,40,185
51314924326,bfe,86,193
51314931348,cfc,275,238
51314934933,fae,106,200
51314950132,gcc,180,140
51314961451,aac,264,200
51314981144,dbb,66,87
51314982529,bbd,168,47
51314984964,ede,122,134
51314990502,fac,248,132
51315004307,dgb,116,307
51315007986,gec,294,194
51315033703,dbb,69,93
51315063616,gef,164,338
51315064151,gee,87,132
51315080081,aee,247,10
51315090314,gac,96,39
51315094447,fbg,287,200
51315103275,fcb,8,159
51315104907,ddf,130,226
51315110295,cag,245,58
51315112636,egg,69,42
51315129761,cdb,163,81
51315145405,bbf,44,161
51315154175,fab,68,212
51315166387,agf,224,67
51315175603,dab,96,18
51315191592,dac,227,202
51315215466,abd,58,104
51315222428,fge,99,33
51315241997,cac,1,145
51315247464,ffg,40,92
51315292561,cge,200,288
51315342522,daa,55,343
51315381066,cec,88,12
51315389187,efg,116,39
51315391080,adb,108,70
51315420139,bbe,245,129
51315429701,baa,161,318
51315432614,cbd,37,248
51315459247,gdb,297,142
51315464418,edb,286,136
51315476603,gdc,122,308
51315487451,fdc,151,271
51315491614,efb,249,141
51315507138,gaf,269,269
51315515398,eab,91,95
51315517516,bca,102,42
51315522773,cea,200,134
51315590840,faa,91,71
51315595075,aad,138,312
51315599725,bgc,294,156
51315618365,ebc,263,199
51315627255,acb,231,185
51315629363,adb,176,65
51315639153,dce,64,278
51315687006,dbc,195,173
51315694537,dfg,6,148
51315759971,eaa,284,23
51315760368,gab,169,156
51315770433,aeb,228,49
51315771586,ggc,84,53
51315790530,eag,12,210
51315794165,agd,126,9
51315814248,bfb,234,243
51315814551,ddb,85,33
51315862022,afc,1,220
51315866687,bac,112,188
51315870414,geb,232,241
51315887549,cad,249,105
51315896180,gcg,236,203
51315919653,bge,172,170
51315929154,ffb,53,22
51315943549,bdg,59,162
51315944575,bcb,297,270
51315945828,dfg,271,174
51315962245,aca,13,135
51315969888,ded,153,15
51315975498,bcc,64,232
51315980391,cga,116,239
51316001764,eaf,96,71
51316023127,gbd,254,185
51316055485,dfc,266,62
51316082622,cda,272,50
51316083214,aec,70,319
51316110676,bae,53,226
51316114355,cfa,107,248
51316116391,edg,169,215
51316137034,aba,2,127
51316153496,afe,177,211
51316176312,efd,167,212
51316201664,ccg,123,22
51316205893,agg,206,96
51316223526,aag,42,168
51316237079,ebe,181,308
51316243837,ecb,217,232
51316265487,bbg,286,297
51316283880,bbd,160,38
51316291948,gfd,139,376
51316342796,edf,257,247
51316402221,agb,26,25
51316402286,gcb,292,5
51316445984,cad,213,107
51316473465,gde,139,166
51316484998,acg,24,101
51316521837,fgc,283,53
51316522917,ffc,81,130
51316535803,cge,236,305
51316540814,cbb,7,89
51316545796,dea,203,189
51316546430,fdg,131,37
51316552708,ddd,72,150
51316575218,eeg,76,26
51316590564,ebe,264,363
51316636037,ege,234,102
51316654208,gea,286,72
51316675083,fcf,39,70
51316683609,bde,97,123
51316689452,afg,119,146
51316724941,gdb,31,143
51316725154,cae,144,99
51316758397,daa,107,363
51316769030,fga,197,277
51316798571,daf,5,195
51316798919,cea,290,140
51316826802,fea,119,79
51316841256,dfb,190,141
51316845251,beg,140,151
51316853939,gcd,226,164
51316855581,bgd,140,132
51316876058,dgb,127,328
51316913670,aab,227,205
51316923518,eeb,208,144
51316962523,bbc,149,37
51316974091,geg,7,120
51316986602,cbg,274,144
51316993895,dfg,228,158
51317011413,fee,250,185
51317023923,gbc,114,160
51317043085,efa,138,168
51317047634,ega,45,174
51317091544,dcc,198,292
51317103514,dcf,18,164
51317129834,egb,161,97
51317172962,cfc,180,278
51317194642,cab,214,176
51317220415,dda,211,132
51317225529,ggf,33,150
51317237372,eaa,19,24
51317267670,age,67,29
51317324377,fcg,57,85
51317324886,fce,227,286
51317327466,baf,138,227
51317329920,aed,3,284
51317335453,fcd,140,182
51317344779,gaa,72,191
51317350667,acb,297,159
51317351021,ada,268,216
51317351505,dde,86,8
51317396079,gga,234,100
51317402797,gfa,197,216
51317439254,abe,285,48
51317444100,ffd,267,201
51317452821,fed,299,52
51317456927,dgf,116,187
51317458335,fdf,7,67
51317466509,ccd,195,191
51317484364,gde,134,149
51317484996,dfc,95,57
51317499347,gef,218,321
51317520607,deb,249,64
51317523357,bbb,132,95
51317546419,gea,122,79
51317570023,gcd,285,162
51317571149,aeg,170,169
51317606140,gdg,157,152
51317607514,aeg,149,135
51317609150,gda,273,47
51317609593,bgf,187,286
51317650777,ega,193,177
51317674999,bec,100,144
51317695818,fda,278,121
51317704538,ddf,145,214
51317715207,eac,100,15
51317754010,bfb,239,213
51317763391,ece,189,98
51317777835,ebd,134,88
51317801117,dee,141,29
51317806764,bed,76,19
51317808495,acf,295,12
51317808950,cfg,160,250
51317822165,dag,231,231
51317830185,dda,90,155
51317832092,bdf,152,38
51317832167,bbe,229,104
51317835529,gdf,41,179
51317839188,def,143,274
51317861041,gbe,203,119
51317872831,aaf,229,128
51317880500,fbe,87,316
51317880612,fef,266,218
51317883691,bfd,87,154
51317909544,gdb,23,122
51317916287,fbb,265,132
51317924070,fad,36,80
51317952148,cee,98,147
51317965324,bea,154,81
51317972223,gcf,242,326
51317972391,fbc,75,206
51317979541,fdb,233,232
51317989201,ebe,137,363
51317990245,dff,78,119
51318000037,dbf,179,270
